P1,T1,N2,MF
0.304556143146647,0.280368041478027,0.978013632840559,0.890734864552783
0.304561596698169,0.280123558896174,0.978466683210257,0.89077635923079
0.305722364321804,0.288514015021907,0.97968524162468,0.895973174618926
0.305777930184803,0.287571279306873,0.979251337091197,0.896393735590851
0.307225711703876,0.285801845238305,0.980380828417901,0.896963394702898
0.306427352623485,0.287146750528961,0.979357992487672,0.89707577324491
0.309425599066234,0.287676765290752,0.980571423633373,0.901285978229958
0.305946485343811,0.292085360128318,0.979292090650876,0.893501382876041
0.307960794568074,0.288919591946314,0.980565318338042,0.902149073196436
0.306773837378892,0.283212200197724,0.978840670070162,0.896942644741716
0.307280342964868,0.283184502944276,0.978995866608635,0.897164294920907
0.310213523027793,0.280155805786165,0.97903591368761,0.896466244731761
0.307704544545192,0.282344603995041,0.978727142157665,0.897638885584435
0.303635255255116,0.280992000214776,0.977435895653129,0.891862132511659
0.308401553942352,0.282221722124477,0.978536236122389,0.898554499521001
0.30830196396374,0.282233699410704,0.977964945109144,0.898558806474591
0.306452465455956,0.284911513838335,0.97912396102352,0.902604195738426
0.309569086337025,0.283166854471759,0.978538760005712,0.899902207358137
0.309653556166368,0.282864294989613,0.978485501959065,0.899885915750305
0.309872338160478,0.282149736806439,0.978427957225902,0.899823517456155
0.309545151801942,0.281657589695164,0.978290640616298,0.900252755285802
0.309600804050596,0.281888379430831,0.979012607551955,0.902722392544446
0.309109358664498,0.287029633079977,0.979846298762875,0.904148431881889
0.309359069019107,0.28920670366779,0.977207184875464,0.895351067546293
0.310191619898953,0.289174090422588,0.978065026875013,0.896997093762134
0.308916713507663,0.295234174546812,0.977027311736283,0.899460502659576
0.310040760482303,0.300682210325574,0.978531406201066,0.903408983108868
0.309800349143793,0.300865871717118,0.977537158283419,0.901672543496586
0.310016969139286,0.29868176346367,0.975518321693756,0.901193061584415
0.309913500565557,0.299205839817202,0.977022272394062,0.901520802986326
0.31019203065154,0.293664169095131,0.97575865035098,0.902269966985036
0.30873475286185,0.29349758899158,0.974745206947741,0.895665742998419
0.311783907295777,0.290064021926889,0.975496932014799,0.899399562902137
0.309042756505903,0.296265220102539,0.975576368900106,0.899223703884637
0.308862250844021,0.296839473888071,0.975855442757906,0.900016422215501
0.310234216425581,0.289081729329374,0.975695570625711,0.901020342521606
0.309099331107402,0.293112131396647,0.975443728513655,0.899767299157579
0.30533587980941,0.292828425397825,0.974858108712666,0.899736601320693
0.308734908335553,0.293646385617687,0.974992973187775,0.899384845519402
0.308771750250333,0.294766833685869,0.974398896213232,0.898556921953294
0.305573636372695,0.290480521304374,0.974486945259458,0.890425162889168
0.309424526877971,0.291874477653373,0.975521386624353,0.901228001175983
0.309717538209821,0.291605101749223,0.975408894158314,0.901255768707256
0.310167992207072,0.287455747921215,0.975507144242917,0.901728906107029
0.310065620636318,0.288580558370154,0.974737024612635,0.899684703930519
0.310416347859499,0.292521896861788,0.974737911395801,0.898002470746121
0.305894964751505,0.284251763500593,0.974936097959984,0.89368987731803
0.306152617382542,0.262743458465132,0.976730081758981,0.903149629723597
0.306747922560041,0.254381387051215,0.97805950742148,0.904730884742973
0.306147172961198,0.25754495656086,0.977876982518727,0.901801889251357
0.307179943592433,0.250297224856507,0.977945256081417,0.901070550610171
0.306990700270936,0.247336239439649,0.97733121356132,0.900164300315269
0.307034998934009,0.24518656724378,0.978977741746753,0.901178756800753
0.306723059117667,0.245125131538429,0.976917803923642,0.899600749610311
0.30428378184052,0.242063991204352,0.974928901173301,0.898661169508115
0.308797226174219,0.231155301780558,0.974214653834185,0.892701048959909
0.305592189847607,0.236095445219063,0.975154311556726,0.896089476239611
0.30614070592427,0.239615571145926,0.976019456935707,0.897327931668751
0.305970103678531,0.240699896042821,0.97611635707851,0.897982160148515
0.306915376314483,0.237101677097766,0.97494531038435,0.894433808194643
0.305765091787409,0.239239057578447,0.975668365129841,0.896968685311365
0.306448299513337,0.240603322682157,0.974371673014753,0.894570036799812
0.305382761178721,0.238415981667274,0.975486327933649,0.897338976573079
0.305569554694631,0.236586170134287,0.975022425504305,0.897079884471667
0.306930961152957,0.238901612892517,0.974635116947263,0.89582108500112
