P2
10656.9635430683
10608.4424166537
10625.0088570568
10628.2542731766
10627.277170887
10625.4452090585
10588.19653169
10651.811981423
10600.3926760677
10648.705781945
10647.9533691284
10585.8326937187
10638.6038336662
10493.5147470798
10642.4231279927
10640.0271790047
10577.5068562973
10626.4779585399
10629.7944191396
10621.9258759738
10629.6620349274
10606.2008561251
10618.9842192351
10685.0593962345
10662.9771537371
10657.4856302704
10637.2669563581
10627.2459181553
10620.6553247007
10621.410485353
10637.5078570173
10616.1718399068
10623.7569077726
10600.5951182344
10601.5201669821
10569.4505969615
10585.0522892534
10617.1099004085
10575.4685164342
10564.3704089361
10645.2155974177
10555.4423871871
10547.8395772426
10536.2447672747
10532.7602127138
10524.2103748258
10562.8612474849
10569.1281213754
10565.1885554433
10573.624856856
10563.5754476147
10562.6940187018
10576.8657122053
10563.4889290949
10541.3885265737
10642.0774594117
10572.5080917618
10584.9498483495
10580.3457053979
10487.1271772363
10580.1984063313
10492.5041832759
10578.1799253215
10570.2163888649
10504.4396572159
10567.9975039969
10570.9446395745
10576.2087005026
10580.2482267801
10583.2836354788
10572.5126045916
10570.9468646192
10585.5462597869
10579.5905517174
10623.2794566025
10623.9906071387
10611.6794879635
10616.5256772368
10585.2383603999
10563.6256103688
10614.9150972246
10601.8357847395
10598.8680953255
10570.2199990401
10595.1481766843
10617.9342327999
10598.520331931
10599.8170826316
10594.5747052316
10596.9266851007
10596.2658076281
10584.9158206646
10593.3865129271
10606.1553920054
10595.6838403777
10557.2177008157
10556.1289215371
10628.4110021456
10568.1302118539
10565.4976591819
10610.3039118243
10570.4455349338
10583.0856357525
10557.2915878841
10605.1338904076
10577.6694674365
10575.0356993906
10602.430897694
10584.3435376056
10605.1275196726
10578.4339531431
10569.2660378152
10609.6215051899
10580.1652742819
10581.5628592467
10593.1973379289
10594.8058815616
10618.0605886782
10633.087618387
10559.9327796437
10595.9639323279
10565.4259695923
10572.3756692401
10563.578189871
10591.3165949839
10559.1220350231
10505.1176725571
10613.5020470848
10554.7962588946
10559.753476759
10552.1103618302
10475.6238121304
10558.1471462775
10586.4967143972
10549.4650741443
10541.0570360774
10577.5580238531
10551.1366979094
10551.4496612706
10563.164608682
10563.5933485507
10575.4449683445
10574.0203960502
10578.8563862698
10615.9882952833
10637.0990565358
10573.4884582732
10578.4838234423
10579.9869485787
10585.2177498608
10590.5262543016
10596.0760642297
10647.4124360291
10582.174128508
10575.7657771125
10579.8290623393
10582.5224547383
10569.431820308
10582.6451593979
10588.9898194585
10608.1867619529
10593.4836436653
10601.4034748804
10604.7364890454
10618.5956491917
10627.9796460377
10627.3391072287
10610.0669418283
10605.5904409293
10615.3790018032
10603.6401009301
10595.4101031499
10556.7969200568
10595.5180443358
10580.1871135141
10600.0709142957
10590.745572148
10588.2791420963
10592.9988807122
10534.9768967497
10596.4714398956
10492.1875532712
10599.6694987402
10599.7229964494
10614.7811564973
10630.190560049
10632.1410520756
10642.177597635
10634.1302141156
10641.1650250233
10553.277051132
10575.8788420004
10599.7881402219
10603.6575654173
10656.4570729131
10645.7779790511
10558.8100888829
10628.8671089569
10560.644853288
10570.0722561204
10537.1124127793
10620.1811887334
10627.8386020168
10582.6225209075
10613.0595138705
10622.2641326497
10610.4397350115
10607.7196258223
10595.6055929774
10612.9860639536
10611.3289684396
10604.7901404774
10596.21239411
10605.4803758678
10607.4336129389
10576.975283484
10571.9883030712
10564.9278519171
10534.3569092073
10548.3048161566
10605.3878092335
10557.7772049749
10594.9247128792
10541.2918516883
10596.2011367814
10588.7859067471
10592.2393765124
10625.6632488845
10604.3015367725
10627.6366292236
10626.1141308631
10618.9793812024
10622.3376624768
10618.8517521618
10614.9100266509
10606.1421745856
10620.0657984039
10626.7947888207
10620.0479183063
10577.6473939551
10605.8600102242
10667.8406760708
10623.360163856
10617.6891625959
10563.318298663
10616.6182152945
10592.8623960858
10581.0101879729
10602.4726518964
10622.6093407303
10625.6551711332
10645.530740601
10628.3447862767
10582.3951045384
10621.7232520456
10622.0689893797
10582.5650983062
10640.9690072561
10650.1769839521
10665.1647454726
10660.1015895471
10681.6656835622
10707.8823039113
10650.4885842193
10660.5008724357
10579.3884980471
10644.0476540335
10633.3422754299
10573.7523668368
10629.0397852367
10623.9852962152
10643.9359838535
10599.5714140092
10621.6110041887
10630.2612503463
10641.6627673964
10621.8341672659
10574.0657830419
10619.2623355208
10612.9119373981
10685.1220298117
10624.3112649234
10620.7272770858
10620.3842118232
10610.3997058005
10584.008923863
10561.0697565995
10663.9228150104
10668.8919060921
10647.6375462139
10658.3864534633
10655.5750492062
10583.6412120017
10648.8758137587
10642.902528683
10658.9367920436
10667.965545953
10646.4202758268
10643.8667089095
10613.8453419224
10637.9125385314
10535.913724418
10631.0336864975
10624.9026618968
10600.498959744
10620.7037173592
10620.6426600704
10621.5681808861
10622.2625656888
10625.8816947212
10634.2231675774
10624.2301140613
10639.3160906695
10655.1059511018
10685.7989816967
10679.4242559374
10613.3694943858
10664.7020920503
10597.7882077533
10627.2846692972
10592.4073901827
10649.9555106172
10655.3406898321
10607.0386326424
10642.6765417525
10611.5237073302
10646.0061981178
10648.50120609
10657.2540363327
10654.222856551
10652.7562818276
10642.3736232132
10640.0191235658
10651.6116921991
10644.5253529229
10614.5088490678
10604.759476898
10639.6707882677
10633.2703217756
10634.0423922182
10686.264944665
10637.1947385059
10633.0985888673
10705.8551806861
10669.9591440401
10644.2566449038
10638.4142132065
10660.8888383106
10641.8782469033
10645.4050631121
10640.700578647
10631.6708732639
10612.7756781372
10620.7682131595
10619.7148161622
10615.7827224243
10625.6474177725
10588.5050985066
10494.6603797373
10635.9960668191
10646.3999985242
10685.9280560794
10666.2807184562
10666.8863507286
10653.7986021489
10665.8986676665
10648.9352250536
10623.4296879455
10689.4286594756
10648.4079992069
10646.0599323309
10675.3290423929
10651.0075879742
10631.3551691477
10651.2874209364
10656.929633708
10640.9458451598
10669.1309891391
10674.0952673444
10675.533723322
10682.8168813932
10713.6328662368
10608.4220026411
10523.7979318559
10533.1680504983
10560.181226113
10632.017978592
10624.1384094687
10575.8669871768
10611.2693990845
10537.381597305
10614.0927558255
10580.353337356
10588.3533761207
10584.0614061276
10617.3485766833
10578.0436315143
10465.0703669383
10567.9311489931
10571.7950634846
10484.5906162047
10575.2084291922
10582.7861368646
10585.2607776888
10584.3485066686
10587.4072430861
10596.5275320008
10625.3050890528
10618.9650994865
10622.9145806784
10636.5126030328
10679.9983325241
7252.76305091414
10562.853826165
10732.9718128685
10648.5026125491
10725.9194638884
10626.0471518993
10699.5387407608
10611.8286737848
10627.8726950542
10695.4010787284
10590.370279919
10660.7787737139
10690.8496719699
10608.4795505628
10624.7911525505
10667.82084706
10653.3724392828
10638.5424375582
10694.9088853865
10653.9232032959
10672.7884808573
10685.7393819582
10654.730487091
10662.2354938285
10707.4912339161
10667.0065788045
10656.8845994621
10620.0530631939
10700.2646235489
10671.1754668991
10664.6529525926
10628.9637630748
10664.7421704982
10704.6686576129
10668.2785993774
10673.6078039386
10723.1964314725
10664.0555217964
10668.8731470176
10659.3440341058
10678.7975866507
10673.048072196
10671.8092868729
10676.9406008929
10649.553068432
10671.6646280831
10682.5027907899
10679.8112418099
10653.4369323553
10672.9984626398
10673.5231115538
10683.6919434539
10664.9755496188
10690.1079435288
10691.1333913171
10648.4933328367
10682.7568910129
10618.6901592277
10680.0140916484
10662.3841224512
10631.1271756765
10648.7354137694
10641.6749058834
10636.0673679124
10634.5032221294
10621.9819289841
10619.4909800189
10640.6936082074
10665.4559081527
10683.7936446398
10658.3089604586
10655.0090356297
10617.3955012202
10653.3305385175
10693.1926492218
10621.4257974464
10648.0752469767
10660.2082981102
10669.8583262874
10642.5377635844
10659.760018928
10656.3883156701
