P4
1277.42732828104
1284.49754919494
1271.97610070916
1267.99784416176
1251.28654186583
-0.179443404078484
-0.179443404078484
295.242715758342
1269.57353402994
1272.98359331975
1263.83218520188
1268.40010775147
1276.96291280437
1273.69078581645
1265.94749261984
1264.73040207225
1266.56759108697
1263.22298792906
1268.27180278667
1268.81469021182
1271.03934247236
1254.67066922521
1265.62439167953
1259.76342863595
