P1,T1,N2,MF
0.31530656080679,0.37879760159545,0.970315696214227,0.878869474091093
0.310145657342463,0.381039442653177,0.971863727479365,0.883897646725912
0.321423155637199,0.380849568278887,0.969735086015203,0.873616628959295
0.321413666362342,0.377440822176216,0.968105360380314,0.872654694481916
0.325908883793026,0.35772767742334,0.965008755200378,0.856981891510681
0.655327427009029,0.531174043197588,-0.00340015701588213,-0.00247240856359454
0.307819237830401,0.378793018841833,-0.00340015701588213,-0.00247240856359454
0.98052171345429,0.106213538615418,0.739548885076029,0.24583315090612
0.314668398429468,0.323807042521234,0.9682075087838,0.872441220831874
0.317357725877324,0.373555582966173,0.969098222164211,0.877137698970345
0.324310766199815,0.383135438350852,0.967337913597343,0.870523846434949
0.320054524766059,0.382418511628105,0.968349166726157,0.874594933452495
0.316506477051854,0.386713114103037,0.970134001498664,0.879102076195311
0.316765078289815,0.351940546005493,0.969442246709877,0.876289146823139
0.325454140673853,0.402330329393037,0.968041166258703,0.871279335645584
0.32764731027252,0.413064772402066,0.967548257004817,0.870705458770923
0.325497860385942,0.397584438071421,0.968029339205898,0.873280904402306
0.333613631391325,0.440577680114861,0.967638988429967,0.868187853501988
0.331305423555182,0.444812816759918,0.968727645910162,0.871766417452387
0.332214563963693,0.442966342362238,0.968328978011691,0.872388084525558
0.330384609888586,0.436506355986521,0.968827332954322,0.874890166386886
0.349822160927888,0.477914522278563,0.965177962585544,0.864501210000549
0.351445379658574,0.578189111908689,0.968701918016457,0.870415469817228
0.332248611856262,0.430146879236833,0.966220380816743,0.865603762513319
