P4
1264.83730648923
1262.94836005433
1267.28901560945
1267.76071168112
1272.13139431175
1269.19946185632
1277.41284528653
1264.85677479655
1276.93055236823
1270.24100622372
1270.86112111428
1272.56776710319
1272.4387318751
1269.1041871693
1274.150829899
1273.28659311918
1272.96556240995
1276.09234987743
1275.8860937847
1276.38179558898
1276.35673736407
1279.86101489575
1281.32695498553
1269.82664030787
1275.18781624819
1278.1163371009
1281.68295827971
1280.59888460815
1276.01038452578
1280.60185090543
1280.99835598137
1276.11070081182
1280.26980704093
1279.31739004279
1280.01996688454
1283.66406743781
1280.0441385216
1277.47937663458
1279.87501687464
1279.49752401529
1276.19384461781
1281.79796727087
1282.10404369577
1282.64205698179
1281.56055105068
1279.38025564136
1274.24489337226
1285.09168051605
1286.14001341358
1283.38085555018
1279.92700949777
1280.29543143682
1279.57236575218
1281.05876212221
1284.91824525011
1281.63593008208
1284.29323959838
1281.44983014039
1281.9326887386
1280.0984900135
1281.35321977843
1278.85314482827
1282.20013359015
1282.31032661956
1281.77932995659
1282.56830227812
1282.87371954476
1281.99199206753
1282.64502593284
1283.32322948953
1287.13723606793
1282.29979456187
1280.30808341896
1278.77454141964
1280.34241512882
1281.64214027487
1281.40854188147
1281.92424618444
1281.31047827321
1281.08918503926
1284.80491463698
1285.45485573285
1285.05791084898
1282.33964810419
1285.34460263964
1284.77668940603
1286.08112859865
1285.73981608187
1285.8156043728
1284.05713786981
1284.29559076176
1283.6545167122
1285.69316452798
1285.72070297315
1287.43139789538
1284.3353311786
1284.38598659766
1286.54790104561
1287.41039297446
1287.28294226187
1285.88916343735
1286.50514891669
1282.89725674794
1276.90174364181
1286.08361549931
1286.14842728536
1285.90944313948
1284.1017985887
1286.01025044455
1276.15627658303
1286.0282805318
1285.74020044986
1287.14589586033
1286.47330532522
1286.52540919351
1286.57413052491
1286.90179575046
1288.6224103782
1289.78030709254
1285.25793138651
1287.50916682833
1291.30604603675
1285.54850040253
1286.47606363417
1282.50366456367
1286.12525874505
1279.47059951404
1283.37409799459
1286.92309954832
1291.47474069307
1290.09492294985
1287.16103480957
1290.35627031714
1289.92994699176
1288.69004798002
1288.11440376379
1284.72129092137
1284.79878125292
1285.89409681597
1286.77030141186
1289.1301779106
1286.99580144489
1283.20965186375
1287.6044582235
1286.8527380344
1280.08760152992
1283.89699858233
1283.60799401534
1285.32060884883
1284.20132315615
1287.88087792941
1282.83291054819
1288.19106902727
1284.86062169671
1284.9203690456
1283.33361126768
1284.85201758693
1282.84895434903
1284.74698560324
