T4
612.714107418549
614.392920298214
610.712719252754
609.957418528592
605.119658503614
131.790618896484
70.8635101318359
360.82572777632
609.88517651161
611.415112827439
609.034354174208
608.831851222486
612.155706457941
611.593835371651
609.124077240962
608.499970452785
608.76682411709
607.851998328675
609.072020869949
609.134959224119
609.706428433049
605.846898990211
609.964407964659
606.811103113941
