P1,T1,N2,MF
0.300941977555226,0.204308186984475,0.968880226315496,0.868104303342257
0.301385060303223,0.206370141932494,0.969132159599274,0.87001615969494
0.302825206964863,0.212275594425566,0.966266531899418,0.851935888264456
0.301903214293729,0.2084269297758,0.968988327768677,0.869366328128893
0.303306672013064,0.21793227283436,0.96731586677896,0.864570288050349
0.298585979709766,0.198058010292862,0.96601641146889,0.856258819704201
0.304132343931143,0.218952507830612,0.969309803436696,0.873487658893733
0.303919960246787,0.215497277594438,0.969863361599994,0.872913145522847
0.303873830618373,0.215533645266728,0.969823791004663,0.871933331273345
0.298408117893877,0.206544106561798,0.965584863102188,0.852055999462405
0.304646801492572,0.218617663073677,0.969832251976236,0.872738236626604
0.304335432186788,0.225202582822835,0.969457072465652,0.872026225815537
0.305403729326321,0.22143491798874,0.970207188264088,0.873796465756217
0.305006242948332,0.219497426035414,0.97018540045363,0.874965995902965
0.301452510669173,0.208777647238059,0.971125206585741,0.87400611581916
0.30536660686275,0.219857497534109,0.970232277264402,0.873751494670618
0.305374470326597,0.219240793688592,0.970383093637056,0.874434940848789
0.305570455736003,0.219493773912783,0.970111146519905,0.874241674096084
0.30589513601482,0.220854654743492,0.970833135829101,0.876948499669324
0.305283859869215,0.219709127476526,0.97100338405653,0.877032545941911
0.300740477843178,0.200050988211525,0.968803590123414,0.867170419176906
0.303070926418224,0.202283557614424,0.968194858918592,0.867076523935696
0.304754327834654,0.2100858049425,0.968378577789533,0.867135017486898
0.30678734355077,0.219202940069735,0.970399398150458,0.877670429049963
0.303114130994997,0.203139197888578,0.968822997097178,0.867788834412775
0.303080325297017,0.203670343590182,0.968763121118807,0.868468645321311
0.299589096809402,0.200116285504764,0.966694022042982,0.85683243716445
0.302672723441224,0.204821711036825,0.968554617485017,0.866984614192132
0.300071140247062,0.202936497619624,0.967712256590785,0.860678375369726
0.305098821188783,0.228903072662528,0.96733194425123,0.861225740106349
0.300876600853622,0.206460470806482,0.965497963200349,0.848888246095314
0.303100958213011,0.20719948856054,0.969416956965617,0.872921787546377
0.303120021958019,0.207111630517822,0.970162960458156,0.875609743425244
0.305792602474665,0.204629178011598,0.970917947105847,0.880242023733574
0.303034609234042,0.207714326698211,0.969665211577767,0.873537649038138
0.302697516531206,0.226577714181127,0.968873585109349,0.871901467412446
0.302757438318621,0.20833586355731,0.970385637959193,0.875966197471298
0.302729510690899,0.209121971906671,0.970024729392339,0.875333664516499
0.302453220304941,0.201079723900613,0.969449108023423,0.870354732449791
0.302397993327453,0.208828079912355,0.970334201640776,0.873646030206272
0.302506387778474,0.209935507305357,0.970204256233093,0.873018343655854
0.302626741919616,0.210138237012609,0.969514082068011,0.870489813838761
0.302820622015694,0.211600415767983,0.969470904196791,0.870156586155519
0.302382056772552,0.209185086859246,0.969259896133453,0.866912865555029
0.299284621977649,0.202506968323545,0.96974879364734,0.871311510398193
0.301232194127706,0.213520078670439,0.969354395852384,0.874877098248336
0.301339339095288,0.210500010778383,0.969193863111768,0.871500831556884
0.300658040029963,0.20820854551954,0.968732423378864,0.866440645615161
0.301843672640587,0.213877046228462,0.969249032477368,0.870248681544965
0.301124264165406,0.208426340608677,0.968632947867233,0.866967326217221
0.309717655140443,0.218650561919399,0.977250943602305,0.921321181374883
0.301496640387185,0.210404276130282,0.968997888783736,0.868540841294168
0.300123830320173,0.211849725569112,0.969666118143079,0.870111441634768
0.30086126287617,0.20783416781452,0.969440423734497,0.868470681798332
0.300296757146827,0.216204703594679,0.96804204464976,0.860800607404122
0.301485307164838,0.21691660782943,0.968518578218608,0.863628032387541
