N1
5200.0624068851
5199.9455387218
5200.36306913777
5199.26472179705
5201.00999756492
5199.4365908178
5199.07574235764
5199.83097568337
5200.54938288561
5199.74105300975
5200.63986276508
5200.47766349271
5199.57585149766
5199.67063836177
5200.10205944015
5197.97554923616
5196.48625669147
5199.55578593975
5199.71738655674
5198.35982943519
5199.08970938779
5198.9302629894
5197.49114870352
5197.86549834466
5199.53996377113
5198.6437535657
5200.77067054349
5199.69745188209
5197.17438836116
5199.53877216204
5197.76553943834
5200.02661272929
5199.66070631803
5199.34749288968
5200.26016305728
5198.73235623238
5198.82642987896
5201.99189856186
5199.25944331639
5197.60091827637
5201.24834659718
5198.92984659919
5199.11091411285
5197.49048453985
5198.4733828443
5198.29269780587
5198.72097662245
5198.98723139841
5199.38385494627
5199.09583336766
5200.04195684262
5198.84286820075
5196.99098142086
5198.91103191195
5199.27774738015
5197.71804855188
5200.98576438202
5199.22529506172
5200.11956876296
5198.47720974643
5199.08520640018
5197.30391727561
5199.25374302853
5197.06459872682
5200.77720450691
5198.96265698548
5199.04225001299
5198.1798837833
5198.7336495615
5199.33329077822
5199.60206009249
5197.25582623553
5199.90259139231
5198.08732819252
5198.57311956611
5197.76657015338
5199.65309652427
5198.29698438988
5198.96165934484
5200.41538700741
5200.35722682138
5198.03729002943
5199.10118150804
5200.44216318901
5198.02107202196
5199.78482232155
5199.08035798522
5197.60125269046
5199.49890769245
5199.44237948085
5199.73524183343
5197.98444060721
5199.09274475186
5199.09935873693
5199.28804037936
5198.96760230601
5199.07392438601
5198.80985628279
5199.28136863545
5197.94484951196
5197.51990690741
5198.17535850439
5198.10610707841
5199.18243896626
5197.66658245335
5198.13652732341
5199.59947889312
5198.12620759828
5198.48672889307
5199.45404815977
5199.49723118577
5197.61738616761
5199.48266415345
5200.4344045416
5200.50764975872
5199.23755039707
5199.44782187929
5199.93247358378
5199.39307553658
5198.33474340836
5200.06254664558
5198.6470925938
5199.95390603364
5198.84553174457
5197.56433439475
5199.20156820404
5199.55140266982
5199.20948335695
5202.10970530094
5199.77992668006
5200.54377809424
5196.50763746138
5199.65951181173
5199.1352734405
5199.93821616037
5197.99053662861
5198.85612004862
5199.98797657825
5200.36234864956
5199.59848311982
5200.3330127579
5200.48217128316
5200.07710166838
5199.84945885624
5201.71337555856
5199.45447936954
5199.35893372592
5198.23585639806
5199.27569277402
5198.61693432615
5197.68237565753
5197.82316224688
5200.35584668159
5198.67102198635
5199.47886865089
5198.91505316343
5198.67048675071
5197.84092825608
5199.02566959089
5197.41311605768
5200.2052521003
5199.65013180466
5200.13512048054
5199.2713918273
5200.13551575244
5199.98164580993
5197.04140092369
5198.3931225346
5199.46692994876
5196.83257437683
5200.80169519903
5198.51696595831
5196.49393919852
5197.59391404951
5197.66831077438
5198.03491278436
5198.27267052551
5198.20642585023
5199.39485150313
5197.29491992864
5200.28647812855
5199.45018918227
5200.30919874497
5195.56580870903
5200.2468590466
5200.44041873861
5198.8698323266
5200.20303851545
5198.68502127314
5205.99074963287
5195.22027641562
5174.7901443633
5191.19252021025
5197.12466211413
5201.1799638351
5199.29095159621
5200.46093775403
5199.35195863844
5200.0337846512
5198.27955452645
5198.61130674031
5197.81388460759
5199.3848070482
5196.4125279245
5198.09984363002
5200.32405728638
5198.99971022201
5196.85061968603
5202.17013186119
5200.39674819146
5200.08776605666
5198.73516839
5198.31813032518
5199.3898731045
5200.61358788677
5198.31283209309
5201.00839006034
5201.24262587106
5199.86465320722
5198.7876314865
5198.57572645098
5198.65536295805
5197.5449120693
5198.22547424838
5198.36543149044
5198.64339498696
5199.75601749517
5197.90953110768
5198.52013579034
5198.86826394644
5199.439540178
5197.47598787091
5200.01546680318
5199.34353088084
5199.26423582796
5197.61550152332
5198.28454631142
5199.01616087135
5200.75259870868
5198.09450249505
5199.94913699187
5201.28696105527
5198.13483551716
5197.2196867753
5197.46532215706
5197.6733477575
5197.61183000666
5200.94582358192
5199.39336060008
5198.08792808979
5199.1452097358
5199.44664914783
5198.46378859051
5202.03162219551
5199.4536819609
5197.70673159326
5198.50413072829
5199.88862755349
5200.14941349795
5198.91547594363
5199.82753802949
5199.71665072159
5197.67296112676
5198.95040242851
5200.59647540988
5200.51412679533
5201.42325905194
5200.23121732631
5196.53967452495
5200.25273780798
5199.39593620752
5200.75304849652
5201.3399315671
5199.83166304423
5200.85834950315
5199.51143863473
5199.6860769005
5199.61904562673
5200.19282447827
5198.58934156264
5199.87402607564
5200.67484694828
5200.96498754404
5199.72830293334
